option,prize,surface,offer name,rooms ,standard,localization_info,localization_name,latitude,longitude,floor_number,rental_cost,form_of_property,extras,garage,availability,year_of_construction,type_of_building,elevator,media,security,building_material,market
1,375 000 zł,"48,18 m²",Soho2 - nowa inwestycja w centrum Słupska!,3,do wykończenia,Współrzędne dokładne,"ul. Karola Kniaziewicza , Słupsk, Słupsk",54.463033,17.045106,1/4,Zapytaj,pełna własność,balkon,garaż/miejsce parkingowe,brak informacji,2024,blok,tak,"telewizja kablowa, internet, telefon","drzwi / okna antywłamaniowe, domofon / wideofon",brak informacji,pierwotny
1,350 000 zł,"44,19 m²",Soho2 - nowa inwestycja w centrum Słupska!,2,do wykończenia,Współrzędne dokładne,"ul. Karola Kniaziewicza , Słupsk, Słupsk",54.462731,17.045367,2/4,Zapytaj,pełna własność,"balkon, taras",garaż/miejsce parkingowe,brak informacji,2024,apartamentowiec,tak,"telewizja kablowa, internet, telefon","drzwi / okna antywłamaniowe, domofon / wideofon",silikat,pierwotny
1,360 000 zł,"57,66 m²",Nowa inwestycja Alchemia- 3 pokojowe!,3,do wykończenia,Współrzędne dokładne,"ul. Marii Curie-Skłodowskiej , Słupsk, Słupsk",54.467611,17.04158,2/4,Zapytaj,pełna własność,balkon,garaż/miejsce parkingowe,brak informacji,2023,blok,tak,"telewizja kablowa, internet, telefon",domofon / wideofon,brak informacji,pierwotny
1,330 000 zł,"44,04 m²","Nowe, słoneczne mieszkanie 44,04 m2 z balkonem!",2,do wykończenia,Współrzędne dokładne,"ul. Józefa Chełmońskiego , Słupsk, Słupsk",54.459298,17.002979,3/3,Zapytaj,pełna własność,balkon,Zapytaj,brak informacji,2024,blok,tak,"telewizja kablowa, internet, telefon","drzwi / okna antywłamaniowe, domofon / wideofon",brak informacji,pierwotny
1,321 000 zł,"41,55 m²","Nowe, słoneczne mieszkanie 41m2 ul. Chełmońskiego",2,do wykończenia,Współrzędne dokładne,"ul. Józefa Chełmońskiego , Słupsk, Słupsk",54.458675,17.004309,2/3,Zapytaj,pełna własność,balkon,garaż/miejsce parkingowe,brak informacji,2023,apartamentowiec,nie,"telewizja kablowa, internet, telefon","drzwi / okna antywłamaniowe, teren zamknięty, domofon / wideofon",brak informacji,pierwotny
1,266 000 zł,"33,52 m²",Nowe mieszkanie z balkonem- VIA ul. Chełmońskiego,2,do wykończenia,Współrzędne dokładne,"ul. Józefa Chełmońskiego , Słupsk, Słupsk",54.458675,17.004309,1/3,Zapytaj,pełna własność,balkon,Zapytaj,brak informacji,2023,apartamentowiec,nie,"telewizja kablowa, internet, telefon","drzwi / okna antywłamaniowe, teren zamknięty, domofon / wideofon",brak informacji,pierwotny
1,317 000 zł,"41,26 m²",Soho2 - nowa inwestycja w centrum Słupska!,2,do wykończenia,Współrzędne dokładne,"Słupsk, Centrum, ul. Karola Kniaziewicza",54.46288,17.045109,3/4,Zapytaj,pełna własność,balkon,garaż/miejsce parkingowe,brak informacji,2025,apartamentowiec,tak,"telewizja kablowa, internet","drzwi / okna antywłamaniowe, domofon / wideofon",brak informacji,pierwotny
1,390 000 zł,64 m²,Osiedle Niepodległości duży skrajny ogródek!!,4,do wykończenia,Współrzędne dokładne,"Słupsk, Centrum, ul. Stanisława Szpilewskiego",54.45743,16.980947,parter/1,Zapytaj,pełna własność,balkon,garaż/miejsce parkingowe,brak informacji,2024,szeregowiec,nie,"telewizja kablowa, internet, telefon",drzwi / okna antywłamaniowe,brak informacji,pierwotny
1,345 000 zł,"65,31 m²",Słupsk -osiedle Niepodległości !!!!,3,do wykończenia,Współrzędne dokładne,"ul. Stanisława Szpilewskiego , Słupsk, Słupsk",54.45743,16.980947,1/1,Zapytaj,Zapytaj,balkon,garaż/miejsce parkingowe,brak informacji,2023,szeregowiec,nie,"telewizja kablowa, internet",drzwi / okna antywłamaniowe,brak informacji,pierwotny
1,355 000 zł,"55,67 m²",Słupsk -osiedle Niepodległości !!!!,3,do wykończenia,Nieruchomość znajduje się w zaznaczonym obszarze mapy. Niestety ogłoszeniodawca nie wskazał dokładnego adresu.,"Słupsk, Słupsk, pomorskie",54.45743,16.980947,parter/1,Zapytaj,pełna własność,ogródek,garaż/miejsce parkingowe,brak informacji,2023,szeregowiec,nie,"telewizja kablowa, internet, telefon",drzwi / okna antywłamaniowe,brak informacji,pierwotny
1,210 000 zł,"28,04 m²","Jednopokojowe, nowe mieszkanie, Alchemia Centrum!",1,do wykończenia,Współrzędne dokładne,"ul. Marii Curie-Skłodowskiej , Słupsk, Słupsk",54.467199,17.041258,1/3,Zapytaj,pełna własność,balkon,garaż/miejsce parkingowe,brak informacji,2023,blok,tak,"telewizja kablowa, internet, telefon","drzwi / okna antywłamaniowe, domofon / wideofon",brak informacji,pierwotny
1,488 000 zł,"90,12 m²",Bliźniak nr 45 lok. B,4,do wykończenia,Współrzędne dokładne,"Imbirowa , Skowarcz, gdański",54.19442,18.690727,parter/2,Zapytaj,pełna własność,"ogródek, taras",garaż/miejsce parkingowe,brak informacji,2022,szeregowiec,nie,"telewizja kablowa, internet",teren zamknięty,beton komórkowy,pierwotny
