prize,surface,offer name,rooms ,standard,localization_info,localization_name,latitude,longitude,floor_number,rental_cost,form_of_property,extras,garage,availability,year_of_construction,type_of_building,elevator,media,security,building_material,market
430 615 zł,"60,65 m²",3-pokojowe mieszkanie 60m2 + balkon Bezpośrednio,3,do wykończenia,Współrzędne dokładne,"Łódź, Górna, ul. Dzwonowa",51.713173,19.445054,1/2,Zapytaj,pełna własność,balkon,Zapytaj,0,0,0,0,0,0,0,0
480 816 zł,72 m²,Osiedle Piotrkowska II | nowe mieszkanie 8B,3,do wykończenia,Współrzędne dokładne,"ul. Piotrkowska , Aleksandrów Łódzki, zgierski",51.8208,19.320528,1/1,Zapytaj,Zapytaj,balkon,garaż/miejsce parkingowe,brak informacji,2023,szeregowiec,nie,"telewizja kablowa, internet",brak informacji,brak informacji,pierwotny
479 000 zł,"48,29 m²",Apartament na najwyższym piętrze!! Bdb lokalizacja,2,Zapytaj,Nieruchomość znajduje się w zaznaczonym obszarze mapy. Niestety ogłoszeniodawca nie wskazał dokładnego adresu.,"Śródmieście, Łódź, Łódź",51.77095,19.46172,7/7,Zapytaj,pełna własność,balkon,Zapytaj,brak informacji,2023,apartamentowiec,tak,brak informacji,"teren zamknięty, domofon / wideofon, monitoring / ochrona",brak informacji,pierwotny
Zapytaj o cenę,"52,5 m²",Trzypokojowe Mieszkanie Enklawa Pienista | B8,3,do wykończenia,Współrzędne dokładne,"Łódź, Polesie, ul. Pienista",51.73392,19.40395,1/4,Zapytaj,pełna własność,balkon,garaż/miejsce parkingowe,0,0,0,0,0,0,0,0
595 000 zł,86 m²,Apartament 86 m2 z tarasem,4,do wykończenia,Współrzędne dokładne,"Pabianice, Bugaj, ul. Smugowa",51.647915,19.378483,3/3,7 zł,pełna własność,"balkon, taras",Zapytaj,2022-06-30,2021,apartamentowiec,nie,"telewizja kablowa, internet, telefon","teren zamknięty, domofon / wideofon, monitoring / ochrona",inne,pierwotny
633 582 zł,"90,89 m²",Źródlana 31 Residence mieszkanie A.M.5.01,4,Zapytaj,Współrzędne dokładne,"ul. Źródlana , Piotrków Trybunalski, Piotrków Trybunalski",51.414093,19.660162,5/7,Zapytaj,Zapytaj,Zapytaj,garaż/miejsce parkingowe,brak informacji,2024,brak informacji,tak,brak informacji,brak informacji,brak informacji,pierwotny
407 890 zł,"58,27 m²",Apartamenty Boya | ustawne mieszkanie B.4.28,3,do wykończenia,Współrzędne dokładne,"Zgierz, os. 650-lecia, ul. Tadeusza Boya-Żeleńskiego",51.86096,19.380379,4/4,Zapytaj,pełna własność,balkon,Zapytaj,brak informacji,2024,blok,tak,"telewizja kablowa, internet, telefon","teren zamknięty, domofon / wideofon",pustak,pierwotny
251 260 zł,"29,56 m²","Mieszkanie dla Singla, Pary lub Inwestora – ŁÓDŹ",1,do wykończenia,Współrzędne dokładne,"Łódź, Widzew, ul. Czechosłowacka",51.77035,19.515688,2/2,Zapytaj,pełna własność,balkon,garaż/miejsce parkingowe,brak informacji,2022,blok,nie,brak informacji,"teren zamknięty, domofon / wideofon",silikat,pierwotny
Zapytaj o cenę,"53,86 m²",Botanic Park | nowoczesny apartament nr 94,2,do wykończenia,Współrzędne dokładne,"Łódź, Polesie, ul. Konstantynowska 64c",51.758335,19.396845,3/4,Zapytaj,pełna własność,balkon,Zapytaj,0,0,0,0,0,0,0,0
462 624 zł,"75,84 m²",Osiedle Nowy Niebrów | bud. A | mieszkanie 1.1.5,3,do wykończenia,Współrzędne dokładne,"Tomaszów Mazowiecki, Niebrów, ul. ks. Jana Skorupki",51.54232,20.009691,1/4,Zapytaj,pełna własność,balkon,garaż/miejsce parkingowe,brak informacji,2023,blok,tak,"internet, telefon",domofon / wideofon,brak informacji,pierwotny
1 002 240 zł,"92,8 m²",Biała Kamienica | nowe mieszkanie M35,4,do wykończenia,Współrzędne dokładne,"Łódź, Śródmieście, ul. płk. dr. Stanisława Więckowskiego",51.77232,19.453482,3/6,Zapytaj,pełna własność,balkon,Zapytaj,brak informacji,2024,kamienica,tak,"internet, telefon",domofon / wideofon,brak informacji,pierwotny
367 632 zł,"49,68 m²",Stacja Augustów | nowe mieszkanie A4_11A,2,do wykończenia,Współrzędne dokładne,"Łódź, Widzew, ul. Augustów",51.75616,19.552341,4/7,Zapytaj,pełna własność,balkon,garaż/miejsce parkingowe,0,0,0,0,0,0,0,0
Zapytaj o cenę,"30,26 m²",Tuwima Gardens /w sąsiedztwie 2 parków/ A1/0/48,1,Zapytaj,Współrzędne dokładne,"Łódź, Widzew, ul. Juliana Tuwima",51.767403,19.490494,parter,Zapytaj,Zapytaj,balkon,garaż/miejsce parkingowe,0,0,0,0,0,0,0,0
480 816 zł,72 m²,Osiedle Piotrkowska II | nowoczesne mieszkanie 6B,3,do wykończenia,Współrzędne dokładne,"ul. Piotrkowska , Aleksandrów Łódzki, zgierski",51.8208,19.320528,1/1,Zapytaj,Zapytaj,balkon,garaż/miejsce parkingowe,brak informacji,2023,szeregowiec,nie,"telewizja kablowa, internet",brak informacji,brak informacji,pierwotny
