prize;surface;offer name;rooms ;standard;localization_info;localization_name;latitude;longitude;floor_number;rental_cost;form_of_property;extras;garage;availability;year_of_construction;type_of_building;elevator;media;security;building_material;market
551 733 zł;60,63 m²;M-3 z dużą kuchnią z widokiem na Brdę Centrum;2;Zapytaj;Nieruchomość znajduje się w zaznaczonym obszarze mapy. Niestety ogłoszeniodawca nie wskazał dokładnego adresu.;Centrum, Bydgoszcz, Bydgoszcz;53.12348;18.00844;1;Zapytaj;pełna własność;balkon;garaż/miejsce parkingowe;2023-05-01;2022;apartamentowiec;tak;telewizja kablowa, internet, telefon;brak informacji;cegła;pierwotny
611 000 zł;65 m²;Luksusowe M-4 | Balkon z widokiem na Brdę Centrum;3;Zapytaj;Nieruchomość znajduje się w zaznaczonym obszarze mapy. Niestety ogłoszeniodawca nie wskazał dokładnego adresu.;Centrum, Bydgoszcz, Bydgoszcz;53.12348;18.00844;3;Zapytaj;pełna własność;balkon;garaż/miejsce parkingowe;2023-05-01;2022;apartamentowiec;tak;telewizja kablowa, internet, telefon;brak informacji;cegła;pierwotny
384 345 zł;59,13 m²;Nowe mieszkania- Poznańska 99 - od 6,200 mkw!;3;do wykończenia;Współrzędne dokładne;Toruń, Podgórz, ul. Poznańska;52.99311;18.5904;1/2;Zapytaj;pełna własność;balkon;Zapytaj;2023-04-13;2022;blok;tak;telewizja kablowa, internet, telefon;drzwi / okna antywłamaniowe, domofon / wideofon;cegła;pierwotny
541 144 zł;79,58 m²;M-6 | spokojna okolica | Nowy blok | Już gotowe;5;Zapytaj;Nieruchomość znajduje się w zaznaczonym obszarze mapy. Niestety ogłoszeniodawca nie wskazał dokładnego adresu.;Fordon, Bydgoszcz, Bydgoszcz;53.14183;18.16897;4/7;Zapytaj;pełna własność;balkon;garaż/miejsce parkingowe;2023-05-01;2022;blok;tak;telewizja kablowa, internet, telefon;brak informacji;cegła;pierwotny
505 521 zł;63,99 m²;Mieszkanie Przy Koszalińskiej z balkonem;3;do zamieszkania;Współrzędne dokładne;ul. Koszalińska , Toruń, Toruń;53.03416;18.70258;1/2;10 zł;pełna własność;balkon;Zapytaj;brak informacji;2022;blok;tak;telewizja kablowa, internet;drzwi / okna antywłamaniowe, domofon / wideofon, monitoring / ochrona;silikat;pierwotny
160 965 zł;25,55 m²;Osiedle Nowa 23 | kawalerka L18;1;do wykończenia;Współrzędne dokładne;ul. Nowa 23, Brześć Kujawski, włocławski;52.60658;18.90602;2/5;Zapytaj;pełna własność;ogródek, taras;garaż/miejsce parkingowe;brak informacji;2023;blok;tak;telewizja kablowa, internet, telefon;drzwi / okna antywłamaniowe, teren zamknięty, domofon / wideofon, monitoring / ochrona;pustak;pierwotny
488 500 zł;60,69 m²;Leszczyńskiego 32 mieszkanie nr 42;2;do wykończenia;Współrzędne dokładne;Bydgoszcz, Szwederowo, ul. Stanisława Leszczyńskiego;53.112717;17.986797;parter/3;Zapytaj;pełna własność;balkon;garaż/miejsce parkingowe;brak informacji;2023;blok;tak;telewizja kablowa, internet, telefon;drzwi / okna antywłamaniowe, teren zamknięty, domofon / wideofon, monitoring / ochrona, rolety antywłamaniowe;silikat;pierwotny
679 000 zł;80,61 m²;Apartamenty Brzoskwiniowa mieszkanie B9;3;do wykończenia;Współrzędne dokładne;Toruń, Wrzosy, ul. Brzoskwiniowa;53.051662;18.57719;2/2;Zapytaj;pełna własność;balkon, ogródek;garaż/miejsce parkingowe;brak informacji;2023;blok;nie;telewizja kablowa, internet;drzwi / okna antywłamaniowe, teren zamknięty, domofon / wideofon, rolety antywłamaniowe;silikat;pierwotny
482 025 zł;64,27 m²;Mieszkanie 3 pokoje 64,27 m2 ul.Czapli 3 II piętro;3;Zapytaj;Współrzędne dokładne;Toruń, Stawki, ul. Czapli 3;52.988879;18.628491;2/2;Zapytaj;Zapytaj;balkon, taras;garaż/miejsce parkingowe;brak informacji;2023;blok;tak;brak informacji;brak informacji;silikat;pierwotny
330 484 zł;42,92 m²;Nowe mieszkanie w Ciechocinku (M34);2;do wykończenia;Nieruchomość znajduje się w zaznaczonym obszarze mapy. Niestety ogłoszeniodawca nie wskazał dokładnego adresu.;Ciechocinek, aleksandrowski, kujawsko-pomorskie;52.869938;18.809685;1;Zapytaj;pełna własność;balkon;Zapytaj;brak informacji;2024;brak informacji;tak;brak informacji;brak informacji;brak informacji;pierwotny
Zapytaj o cenę;56,51 m²;Mieszkanie w inwestycji Osiedle Impresja 2 | E119;2;Zapytaj;Współrzędne dokładne;Bydgoszcz, Osiedle Leśne, ul. Powstańców Warszawy;53.14351;18.011583;4;Zapytaj;Zapytaj;balkon;garaż/miejsce parkingowe;0;0;0;0;0;0;0;0
Zapytaj o cenę;57,24 m²;Lipowe Zacisze m. 64;2;Zapytaj;Współrzędne dokładne;ul. Lipowa , Grudziądz, Grudziądz;53.49619;18.817423;parter/5;Zapytaj;Zapytaj;balkon;Zapytaj;0;0;0;0;0;0;0;0
438 030 zł;47,1 m²;Młode Bielawy | nowe mieszkanie M10;2;do wykończenia;Współrzędne dokładne;ul. Szczecińska , Toruń, Toruń;53.036514;18.698969;2/2;Zapytaj;Zapytaj;balkon;garaż/miejsce parkingowe;brak informacji;brak informacji;brak informacji;tak;telewizja kablowa, internet;teren zamknięty, domofon / wideofon;brak informacji;pierwotny
656 800 zł;86,65 m²;Nowe mieszkania na Kapuściskach - ogródek!;4;Zapytaj;Nieruchomość znajduje się w zaznaczonym obszarze mapy. Niestety ogłoszeniodawca nie wskazał dokładnego adresu.;Kapuściska, Bydgoszcz, Bydgoszcz;53.10585;18.05483;parter/5;Zapytaj;pełna własność;balkon;garaż/miejsce parkingowe;brak informacji;2023;brak informacji;tak;brak informacji;brak informacji;silikat;pierwotny
Zapytaj o cenę;69,96 m²;Osielsko Residence | przytulny apartament L21;3;do wykończenia;Współrzędne dokładne;ul. Jana Pawła II 83, Osielsko, bydgoski;53.190845;18.071354;parter/3;Zapytaj;pełna własność;taras;garaż/miejsce parkingowe;0;0;0;0;0;0;0;0
554 484 zł;67,62 m²;Villa Verde II | przestronne mieszkanie M12;3;do wykończenia;Współrzędne dokładne;ul. Władysława Reymonta , Niemcz, bydgoski;53.179176;18.038506;2/2;Zapytaj;Zapytaj;balkon;Zapytaj;0;0;0;0;0;0;0;0
498 727 zł;63,13 m²;3-pokojowe mieszkanie 63m2 + taras Bez Prowizji;3;do wykończenia;Współrzędne dokładne;Puszczykowa 6, Osielsko, bydgoski;53.18093;18.059841;2/3;Zapytaj;pełna własność;taras;garaż/miejsce parkingowe;0;0;0;0;0;0;0;0
559 000 zł;46,2 m²;Mieszkanie w sercu miasta gotowe do wprowadzenia!;2;Zapytaj;Nieruchomość znajduje się w zaznaczonym obszarze mapy. Niestety ogłoszeniodawca nie wskazał dokładnego adresu.;Centrum, Bydgoszcz, Bydgoszcz;53.12348;18.00844;1/3;Zapytaj;Zapytaj;balkon;garaż/miejsce parkingowe;brak informacji;2022;brak informacji;tak;brak informacji;teren zamknięty;brak informacji;pierwotny
498 000 zł;51,71 m²;M-4 w Fordonie wykończone pod klucz!;3;Zapytaj;Współrzędne dokładne;Bajka, Bydgoszcz, Bydgoszcz;53.14871;18.15617;5/7;Zapytaj;Zapytaj;balkon;garaż/miejsce parkingowe;brak informacji;2022;blok;tak;brak informacji;domofon / wideofon;cegła;pierwotny
295 000 zł;42,11 m²;42,11m2-parter/0%PCC/3 Pokoje/BONA II;2;do wykończenia;Współrzędne dokładne;Świecie, świecki, kujawsko-pomorskie;53.41548;18.432631;parter/4;Zapytaj;pełna własność;taras;garaż/miejsce parkingowe;brak informacji;2022;apartamentowiec;tak;telewizja kablowa, internet, telefon;domofon / wideofon;silikat;pierwotny
679 000 zł;83,04 m²;Apartamenty Brzoskwiniowa mieszkanie B12;3;do wykończenia;Współrzędne dokładne;Toruń, Wrzosy, ul. Brzoskwiniowa;53.051662;18.57719;2/2;Zapytaj;pełna własność;balkon, ogródek;garaż/miejsce parkingowe;brak informacji;2023;blok;nie;telewizja kablowa, internet;drzwi / okna antywłamaniowe, teren zamknięty, domofon / wideofon, rolety antywłamaniowe;silikat;pierwotny
458 175 zł;61,09 m²;Mieszkanie 3 pokoje 61,09 m2 ul.Czapli 3 -I piętro;3;Zapytaj;Współrzędne dokładne;Toruń, Stawki, ul. Czapli 3;52.988879;18.628491;1/2;Zapytaj;Zapytaj;balkon, taras;garaż/miejsce parkingowe;brak informacji;2023;blok;tak;brak informacji;brak informacji;silikat;pierwotny
494 364 zł;63,38 m²;Narożne mieszkanie w Ciechocinku (M31);3;do wykończenia;Nieruchomość znajduje się w zaznaczonym obszarze mapy. Niestety ogłoszeniodawca nie wskazał dokładnego adresu.;Ciechocinek, aleksandrowski, kujawsko-pomorskie;52.869938;18.809685;1;Zapytaj;pełna własność;balkon;Zapytaj;brak informacji;2024;blok;tak;brak informacji;brak informacji;brak informacji;pierwotny
Zapytaj o cenę;46,36 m²;2 pokojowe mieszkanie blisko zieleni Panorama;2;do wykończenia;Współrzędne dokładne;Bydgoszcz, Fordon, ul. Fordońska 428;53.143395;18.157539;3/5;Zapytaj;pełna własność;balkon;garaż/miejsce parkingowe;0;0;0;0;0;0;0;0
Zapytaj o cenę;62,63 m²;Wygodne Mieszkanie Osiedle Impresja 2 | E118;3;Zapytaj;Współrzędne dokładne;Bydgoszcz, Osiedle Leśne, ul. Powstańców Warszawy;53.14351;18.011583;4;Zapytaj;Zapytaj;balkon;garaż/miejsce parkingowe;0;0;0;0;0;0;0;0
Zapytaj o cenę;36,5 m²;Lipowe Zacisze m. 63;2;Zapytaj;Współrzędne dokładne;ul. Lipowa , Grudziądz, Grudziądz;53.49619;18.817423;parter/5;Zapytaj;Zapytaj;balkon;Zapytaj;0;0;0;0;0;0;0;0
Zapytaj o cenę;32,13 m²;Nowe Wyżyny | B47;2;do wykończenia;Współrzędne dokładne;Bydgoszcz, Wyżyny, ul. Bohaterów Kragujewca 8A;53.10393;18.03118;5/5;Zapytaj;Zapytaj;balkon;Zapytaj;0;0;0;0;0;0;0;0
423 522 zł;45,54 m²;Młode Bielawy | dwupokojowe mieszkanie M12;2;do wykończenia;Współrzędne dokładne;ul. Szczecińska , Toruń, Toruń;53.036514;18.698969;2/2;Zapytaj;Zapytaj;balkon;garaż/miejsce parkingowe;brak informacji;brak informacji;brak informacji;tak;telewizja kablowa, internet;teren zamknięty, domofon / wideofon;brak informacji;pierwotny
555 000 zł;65,2 m²;Garden & Villa | przestronne mieszkanie 1_A14;3;do wykończenia;Współrzędne dokładne;ul. Kolonijna , Niemcz, bydgoski;53.1952;18.04117;parter/1;Zapytaj;pełna własność;taras;garaż/miejsce parkingowe;0;0;0;0;0;0;0;0
349 000 zł;61,03 m²;"M-4 ""Cudne Chmielniki"" k/Bydgoszczy !!";3;Zapytaj;Nieruchomość znajduje się w zaznaczonym obszarze mapy. Niestety ogłoszeniodawca nie wskazał dokładnego adresu.;Prądocin, bydgoski, kujawsko-pomorskie;53.00825;18.07028;1/2;200 zł;pełna własność;balkon;garaż/miejsce parkingowe;brak informacji;2023;blok;nie;brak informacji;brak informacji;cegła;pierwotny
414 600 zł;55,28 m²;Nowe mieszkanie 3 pokoje, winda, ogródek;3;do wykończenia;Nieruchomość znajduje się w zaznaczonym obszarze mapy. Niestety ogłoszeniodawca nie wskazał dokładnego adresu.;Toruń, Toruń, kujawsko-pomorskie;52.99314;18.615989;parter/2;Zapytaj;pełna własność;ogródek;garaż/miejsce parkingowe;2023-07-31;2023;blok;tak;brak informacji;domofon / wideofon;silikat;pierwotny
392 000 zł;54,17 m²;54,17 m2-1 piętro/0%PCC/3 Pokoje/BONA II;3;do wykończenia;Współrzędne dokładne;Świecie, świecki, kujawsko-pomorskie;53.415429;18.432374;1/4;Zapytaj;pełna własność;taras;garaż/miejsce parkingowe;brak informacji;2023;apartamentowiec;tak;telewizja kablowa, internet, telefon;domofon / wideofon;silikat;pierwotny
732 150 zł;97,35 m²;Luksusowy - ostatni apartament dwupiętrowy!;4;Zapytaj;Nieruchomość znajduje się w zaznaczonym obszarze mapy. Niestety ogłoszeniodawca nie wskazał dokładnego adresu.;Okole, Bydgoszcz, Bydgoszcz;53.3;17.95;4/5;Zapytaj;pełna własność;balkon;Zapytaj;brak informacji;2022;blok;tak;brak informacji;brak informacji;silikat;pierwotny
356 775 zł;47,57 m²;Nowoczesne osiedle w cichej i spokojnej okolicy!;3;Zapytaj;Nieruchomość znajduje się w zaznaczonym obszarze mapy. Niestety ogłoszeniodawca nie wskazał dokładnego adresu.;Bartodzieje Małe, Bydgoszcz, Bydgoszcz;53.11373;18.03932;3/7;Zapytaj;pełna własność;balkon;Zapytaj;brak informacji;2023;blok;tak;brak informacji;brak informacji;silikat;pierwotny
378 797 zł;51,89 m²;Nowoczesne osiedle w cichej i spokojnej okolicy!;3;Zapytaj;Nieruchomość znajduje się w zaznaczonym obszarze mapy. Niestety ogłoszeniodawca nie wskazał dokładnego adresu.;Bartodzieje Małe, Bydgoszcz, Bydgoszcz;53.11373;18.03932;3/7;Zapytaj;pełna własność;balkon;Zapytaj;brak informacji;2023;blok;tak;brak informacji;brak informacji;silikat;pierwotny
304 783 zł;45,49 m²;Fordon. Kameralna Inwestycja w otoczeniu zieleni!!;2;Zapytaj;Nieruchomość znajduje się w zaznaczonym obszarze mapy. Niestety ogłoszeniodawca nie wskazał dokładnego adresu.;Fordon, Bydgoszcz, Bydgoszcz;53.14183;18.16897;parter/2;Zapytaj;pełna własność;balkon;Zapytaj;brak informacji;2023;blok;tak;brak informacji;brak informacji;silikat;pierwotny
371 382 zł;56,27 m²;Fordon. Kameralna Inwestycja w otoczeniu zieleni!!;3;Zapytaj;Nieruchomość znajduje się w zaznaczonym obszarze mapy. Niestety ogłoszeniodawca nie wskazał dokładnego adresu.;Fordon, Bydgoszcz, Bydgoszcz;53.14183;18.16897;parter/2;Zapytaj;pełna własność;balkon;Zapytaj;brak informacji;2023;blok;tak;brak informacji;brak informacji;silikat;pierwotny
345 780 zł;50,85 m²;Fordon. Kameralna Inwestycja w otoczeniu zieleni!!;3;Zapytaj;Nieruchomość znajduje się w zaznaczonym obszarze mapy. Niestety ogłoszeniodawca nie wskazał dokładnego adresu.;Fordon, Bydgoszcz, Bydgoszcz;53.14183;18.16897;2/2;Zapytaj;pełna własność;balkon;Zapytaj;brak informacji;2023;blok;tak;brak informacji;brak informacji;silikat;pierwotny
797 441 zł;93,08 m²;Jedno z Ostatnich mieszkań z antresolą;3;do zamieszkania;Nieruchomość znajduje się w zaznaczonym obszarze mapy. Niestety ogłoszeniodawca nie wskazał dokładnego adresu.;Bielawy, Toruń, Toruń;53.035274;18.699922;2/3;Zapytaj;pełna własność;Zapytaj;Zapytaj;brak informacji;2023;blok;nie;telewizja kablowa, internet, telefon;brak informacji;silikat;pierwotny
357 510 zł;42,06 m²;Jedno z Ostatnich mieszkań w nowoczesnym bloku;2;do zamieszkania;Nieruchomość znajduje się w zaznaczonym obszarze mapy. Niestety ogłoszeniodawca nie wskazał dokładnego adresu.;Bielawy, Toruń, Toruń;53.035274;18.699922;2/3;Zapytaj;pełna własność;Zapytaj;Zapytaj;brak informacji;2023;blok;nie;telewizja kablowa, internet, telefon;brak informacji;silikat;pierwotny
216 820 zł;29,3 m²;Fordon. Kameralna Inwestycja w otoczeniu zieleni!!;1;Zapytaj;Nieruchomość znajduje się w zaznaczonym obszarze mapy. Niestety ogłoszeniodawca nie wskazał dokładnego adresu.;Fordon, Bydgoszcz, Bydgoszcz;53.14183;18.16897;2/2;Zapytaj;pełna własność;balkon;Zapytaj;brak informacji;2023;blok;tak;brak informacji;brak informacji;silikat;pierwotny
534 000 zł;53,96 m²;M-4 w Fordonie, Zamieszkaj Od Zaraz!;3;Zapytaj;Współrzędne dokładne;Bajka, Bydgoszcz, Bydgoszcz;53.14871;18.15617;4/7;Zapytaj;Zapytaj;balkon;garaż/miejsce parkingowe;brak informacji;2022;blok;tak;brak informacji;domofon / wideofon;cegła;pierwotny
Zapytaj o cenę;69,81 m²;Nowoczesne mieszkanie na Osiedlu Filmowym V M74;4;do wykończenia;Nieruchomość znajduje się w zaznaczonym obszarze mapy. Niestety ogłoszeniodawca nie wskazał dokładnego adresu.;Bartodzieje Małe, Bydgoszcz, Bydgoszcz;53.11631;18.051481;2/7;Zapytaj;pełna własność;balkon, ogródek, taras;garaż/miejsce parkingowe;0;0;0;0;0;0;0;0
443 926 zł;59,99 m²;Nowe Mieszkanie Osiedle Słoneczne | 66B;3;do wykończenia;Współrzędne dokładne;ul. Kujawska , Solec Kujawski, bydgoski;53.080975;18.240017;5/5;Zapytaj;pełna własność;balkon;garaż/miejsce parkingowe;brak informacji;2022;blok;tak;telewizja kablowa, internet;drzwi / okna antywłamaniowe, domofon / wideofon;brak informacji;pierwotny
555 000 zł;117 m²;Funkcjonalny lokal mieszkalny;4;do wykończenia;Nieruchomość znajduje się w zaznaczonym obszarze mapy. Niestety ogłoszeniodawca nie wskazał dokładnego adresu.;Górsk, toruński, kujawsko-pomorskie;53.05658;18.42774;Zapytaj;Zapytaj;pełna własność;ogródek, taras;garaż/miejsce parkingowe;brak informacji;2022;szeregowiec;nie;brak informacji;brak informacji;keramzyt;pierwotny
483 225 zł;64,43 m²;Mieszkanie 3 pokoje 64,43 m2 ul.Czapli 3 -I piętro;3;Zapytaj;Współrzędne dokładne;Toruń, Stawki, ul. Czapli 3;52.988879;18.628491;1/2;Zapytaj;Zapytaj;balkon, taras;garaż/miejsce parkingowe;brak informacji;2023;blok;tak;brak informacji;brak informacji;silikat;pierwotny
535 000 zł;63,79 m²;Apartamenty Brzoskwiniowa mieszkanie B11;2;do wykończenia;Współrzędne dokładne;Toruń, Wrzosy, ul. Brzoskwiniowa;53.051662;18.57719;2/2;Zapytaj;pełna własność;balkon, ogródek;garaż/miejsce parkingowe;brak informacji;2023;blok;nie;telewizja kablowa, internet;drzwi / okna antywłamaniowe, teren zamknięty, domofon / wideofon, rolety antywłamaniowe;silikat;pierwotny
427 276 zł;57,74 m²;Mieszkanie z ogródkiem w Ciechocinku (M29);3;do wykończenia;Nieruchomość znajduje się w zaznaczonym obszarze mapy. Niestety ogłoszeniodawca nie wskazał dokładnego adresu.;Ciechocinek, aleksandrowski, kujawsko-pomorskie;52.869938;18.809685;1;Zapytaj;pełna własność;balkon;Zapytaj;brak informacji;2024;blok;tak;brak informacji;brak informacji;brak informacji;pierwotny
Zapytaj o cenę;36,29 m²;Ustawne 2 pokojowe mieszkanie. Osiedle Panorama;2;do wykończenia;Współrzędne dokładne;Bydgoszcz, Fordon, ul. Fordońska 428;53.143395;18.157539;3/5;Zapytaj;pełna własność;balkon;garaż/miejsce parkingowe;0;0;0;0;0;0;0;0
Zapytaj o cenę;71 m²;Nowoczesne Mieszkanie Osiedle Impresja 2 | E116;3;Zapytaj;Współrzędne dokładne;Bydgoszcz, Osiedle Leśne, ul. Powstańców Warszawy;53.14351;18.011583;4;Zapytaj;Zapytaj;balkon;garaż/miejsce parkingowe;0;0;0;0;0;0;0;0
Zapytaj o cenę;40,01 m²;Lipowe Zacisze m. 62;1;Zapytaj;Współrzędne dokładne;ul. Lipowa , Grudziądz, Grudziądz;53.49619;18.817423;parter/5;Zapytaj;Zapytaj;balkon;Zapytaj;0;0;0;0;0;0;0;0
Zapytaj o cenę;65,7 m²;Nowe Wyżyny | B46;4;Zapytaj;Współrzędne dokładne;Bydgoszcz, Wyżyny, ul. Bohaterów Kragujewca 8A;53.10393;18.03118;5/5;Zapytaj;Zapytaj;balkon;Zapytaj;0;0;0;0;0;0;0;0
573 717 zł;61,69 m²;Młode Bielawy | nowe mieszkanie M15;3;do wykończenia;Współrzędne dokładne;ul. Szczecińska , Toruń, Toruń;53.036514;18.698969;2/2;Zapytaj;Zapytaj;balkon;garaż/miejsce parkingowe;brak informacji;brak informacji;brak informacji;tak;telewizja kablowa, internet;teren zamknięty, domofon / wideofon;brak informacji;pierwotny
449 524 zł;54,82 m²;Primavera | M9;3;do zamieszkania;Współrzędne dokładne;ul. Sandomierska 36A, Bydgoszcz, Bydgoszcz;53.109013;18.059108;2/5;Zapytaj;pełna własność;balkon;garaż/miejsce parkingowe;0;0;0;0;0;0;0;0
790 000 zł;97,2 m²;Garden & Villa | nowoczesne mieszkanie 2_A13;3;do wykończenia;Współrzędne dokładne;ul. Kolonijna , Niemcz, bydgoski;53.1952;18.04117;1/1;Zapytaj;pełna własność;balkon;garaż/miejsce parkingowe;0;0;0;0;0;0;0;0
406 215 zł;50,15 m²;Villa Verde II | ustawne mieszkanie M7;2;do wykończenia;Współrzędne dokładne;ul. Władysława Reymonta , Niemcz, bydgoski;53.179176;18.038506;1/2;Zapytaj;Zapytaj;balkon;Zapytaj;0;0;0;0;0;0;0;0
Zapytaj o cenę;65,31 m²;Osielsko Residence | ustawny apartament L23;2;do wykończenia;Współrzędne dokładne;ul. Jana Pawła II 83, Osielsko, bydgoski;53.190845;18.071354;1/3;Zapytaj;pełna własność;taras;garaż/miejsce parkingowe;0;0;0;0;0;0;0;0
545 218 zł;66,49 m²;Primavera | M22;4;do zamieszkania;Współrzędne dokładne;ul. Sandomierska 36A, Bydgoszcz, Bydgoszcz;53.109013;18.059108;4/5;Zapytaj;pełna własność;balkon;garaż/miejsce parkingowe;0;0;0;0;0;0;0;0
583 900 zł;70,05 m²;Grunwaldzka idealne miejsce dla Ciebie!!;3;Zapytaj;Nieruchomość znajduje się w zaznaczonym obszarze mapy. Niestety ogłoszeniodawca nie wskazał dokładnego adresu.;Okole, Bydgoszcz, Bydgoszcz;53.3;17.95;4/4;Zapytaj;pełna własność;balkon;Zapytaj;brak informacji;2023;blok;tak;brak informacji;brak informacji;silikat;pierwotny
445 900 zł;63,06 m²;Grunwaldzka idealne miejsce dla Ciebie!!;3;Zapytaj;Nieruchomość znajduje się w zaznaczonym obszarze mapy. Niestety ogłoszeniodawca nie wskazał dokładnego adresu.;Okole, Bydgoszcz, Bydgoszcz;53.3;17.95;3/4;Zapytaj;pełna własność;balkon;Zapytaj;brak informacji;2023;blok;tak;brak informacji;brak informacji;silikat;pierwotny
395 256 zł;45,96 m²;Postindustrialna Inwestycja w spokojnej okolicy!!;2;Zapytaj;Nieruchomość znajduje się w zaznaczonym obszarze mapy. Niestety ogłoszeniodawca nie wskazał dokładnego adresu.;Bocianowo, Bydgoszcz, Bydgoszcz;53.13498;18.00295;parter/5;Zapytaj;pełna własność;balkon;Zapytaj;brak informacji;2023;blok;tak;brak informacji;brak informacji;silikat;pierwotny
541 703 zł;68,57 m²;Postindustrialna Inwestycja w spokojnej okolicy!!;3;Zapytaj;Nieruchomość znajduje się w zaznaczonym obszarze mapy. Niestety ogłoszeniodawca nie wskazał dokładnego adresu.;Bocianowo, Bydgoszcz, Bydgoszcz;53.13498;18.00295;1/5;Zapytaj;pełna własność;balkon;Zapytaj;brak informacji;2023;blok;tak;brak informacji;brak informacji;silikat;pierwotny
